AOP_id,AOP_title,AOP_short_name,AOP_AO_1,AOP_AO_id_1,AOP_AO_2,AOP_AO_id_2,AOP_AO_3,AOP_AO_id_3,AOP_AO_4,AOP_AO_id_4,AOP_AO_5,AOP_AO_id_5,AOP_AO_6,AOP_AO_id_6,AOP_AO_7,AOP_AO_id_7,AOP_AO_8,AOP_AO_id_8,AOP_AO_9,AOP_AO_id_9,AOP_AO_10,AOP_AO_id_10,AOP_KE_1,AOP_KE_id_1,AOP_KE_2,AOP_KE_id_2,AOP_KE_3,AOP_KE_id_3,AOP_KE_4,AOP_KE_id_4,AOP_KE_5,AOP_KE_id_5,AOP_KE_6,AOP_KE_id_6,AOP_KE_7,AOP_KE_id_7,AOP_KE_8,AOP_KE_id_8,AOP_KE_9,AOP_KE_id_9,AOP_KE_10,AOP_KE_id_10,AOP_MIE_1,AOP_MIE_id_1,AOP_MIE_2,AOP_MIE_id_2,AOP_MIE_3,AOP_MIE_id_3,AOP_MIE_4,AOP_MIE_id_4,AOP_MIE_5,AOP_MIE_id_5,AOP_MIE_6,AOP_MIE_id_6,AOP_MIE_7,AOP_MIE_id_7,AOP_MIE_8,AOP_MIE_id_8,AOP_MIE_9,AOP_MIE_id_9,AOP_MIE_10,AOP_MIE_id_10,stressor_id_1,stressor_name_1,stressor_id_2,stressor_name_2,stressor_id_3,stressor_name_3,stressor_id_4,stressor_name_4,stressor_id_5,stressor_name_5,stressor_id_6,stressor_name_6,stressor_id_7,stressor_name_7,stressor_id_8,stressor_name_8,stressor_id_9,stressor_name_9,stressor_id_10,stressor_name_10,relation_1,upstream_event_id_1,upstream_event_1,downstream_event_id_1,downstream_event_1,relation_2,upstream_event_id_2,upstream_event_2,downstream_event_id_2,downstream_event_2,relation_3,upstream_event_id_3,upstream_event_3,downstream_event_id_3,downstream_event_3,relation_4,upstream_event_id_4,upstream_event_4,downstream_event_id_4,downstream_event_4,relation_5,upstream_event_id_5,upstream_event_5,downstream_event_id_5,downstream_event_5,relation_6,upstream_event_id_6,upstream_event_6,downstream_event_id_6,downstream_event_6,relation_7,upstream_event_id_7,upstream_event_7,downstream_event_id_7,downstream_event_7,relation_8,upstream_event_id_8,upstream_event_8,downstream_event_id_8,downstream_event_8,relation_9,upstream_event_id_9,upstream_event_9,downstream_event_id_9,downstream_event_9,relation_10,upstream_event_id_10,upstream_event_10,downstream_event_id_10,downstream_event_10
170,Anti-dopaminergic activity leading to mammary adenomas and carcinomas in the SD rat,Anti-dopaminergic activity and mammary tumors,"Increased, Adenomas/carcinomas (mammary)",1079,,,,,,,,,,,,,,,,,,,"Decreased, Dopaminergic activity",1083,"Increased, prolactin secretion",1084,"Increased, hyperplasia (mammary gland)",1085,"Increased, latency period",1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,Haloperidol,179,Reserpine,,,,,,,,,,,,,,,,,790,1083,"Decreased, Dopaminergic activity",1084,"Increased, prolactin secretion",791,1084,"Increased, prolactin secretion",1085,"Increased, hyperplasia (mammary gland)",792,1085,"Increased, hyperplasia (mammary gland)",1080,"Increased, latency period",793,1085,"Increased, hyperplasia (mammary gland)",1079,"Increased, Adenomas/carcinomas (mammary)",794,1080,"Increased, latency period",1079,"Increased, Adenomas/carcinomas (mammary)",,,,,,,,,,,,,,,,,,,,,,,,,
187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,VKOR inhibition resulting in coagulopathy,"Impaired recruitment , Population trajectory",1136,,,,,,,,,,,,,,,,,,,"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",1122,"Failure in vascular repair mechanisms, Unresolved blood loss (hemorrhage)",1130,"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",1131,"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",1132,"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",1133,"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",1135,"Osteoporosis and vascular calcification, Bone deterioration",1151,,,,,,,"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",1134,"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",1138,"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",1169,,,,,,,,,,,,,,,195,Warfarin,196,coumachlor,197,coumatetralyl,198,chlorophacinone,199,diphacinone,200,pindone,201,"3-[3-(4'-bromo[1,1'-biphenyl]-4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxy-2-benzopyrone",,,,,,,865,1131,"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",1133,"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",866,1133,"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",1122,"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",867,1134,"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",1131,"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",868,1122,"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",1130,"Failure in vascular repair mechanisms, Unresolved blood loss (hemorrhage)",869,1130,"Failure in vascular repair mechanisms, Unresolved blood loss (hemorrhage)",1132,"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",870,1132,"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",1135,"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",871,1135,"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",1136,"Impaired recruitment , Population trajectory",,,,,,,,,,,,,,,
165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,Antiestrogens and ovarian adenomas/granular cell tumors,"Promotion, ovarian adenomas",1053,"Promotion, ovarian granular cell tumors",1054,,,,,,,,,,,,,,,,,"Decreased, Ovarian E2",1045,"Suppression, Estrogen receptor (ER) activity",1046,"Increased, secretion of GnRH from hypothalamus",1047,"Increased, secrection of FSH from anterior pituitary",1049,"Increased, secretion of LH from anterior pituitary",1050,"Hyperplasia, ovarian stromal cells",1051,"Hyperplasia, ovarian epithelium",1052,"Decrease, E2 blood concentrations at hypothalamus",1056,,,,,,,,,,,,,,,,,,,,,,,,,172,Tamoxifen,173,Raloxifene,174,Fulvestrant,,,,,,,,,,,,,,,750,1045,"Decreased, Ovarian E2",1056,"Decrease, E2 blood concentrations at hypothalamus",751,1046,"Suppression, Estrogen receptor (ER) activity",1056,"Decrease, E2 blood concentrations at hypothalamus",752,1056,"Decrease, E2 blood concentrations at hypothalamus",1047,"Increased, secretion of GnRH from hypothalamus",753,1047,"Increased, secretion of GnRH from hypothalamus",1049,"Increased, secrection of FSH from anterior pituitary",754,1047,"Increased, secretion of GnRH from hypothalamus",1050,"Increased, secretion of LH from anterior pituitary",755,1049,"Increased, secrection of FSH from anterior pituitary",1051,"Hyperplasia, ovarian stromal cells",756,1049,"Increased, secrection of FSH from anterior pituitary",1052,"Hyperplasia, ovarian epithelium",757,1050,"Increased, secretion of LH from anterior pituitary",1051,"Hyperplasia, ovarian stromal cells",758,1052,"Hyperplasia, ovarian epithelium",1053,"Promotion, ovarian adenomas",759,1051,"Hyperplasia, ovarian stromal cells",1054,"Promotion, ovarian granular cell tumors"
393,AOP for thyroid disorder caused by triphenyl phosphate via TRβ activation,Thyroid hormone effect,,,,,,,,,,,,,,,,,,,,,"Cell cycle, disrupted",1505,"Altered, Thyroid hormone-dependent gene expression",1829,systemic inflammatory response syndrome,1844,Increase cell proliferation,1555,Apoptosis,1262,,,,,,,,,,,"Increased, Hepatic thyroid hormone uptake/transport",1158,,,,,,,,,,,,,,,,,,,548,Triphenyl phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,AOP for urothelial carcinogenesis due to chemical cytotoxicity by mitochondrial impairment ,Chemical cytotoxicity leading to urothelial carcinogenesis,Urothelial Tumor,1763,,,,,,,,,,,,,,,,,,,Urothelial cell injury/death,1762,"Increase, Regenerative cell proliferation (urothelial cells)",795,"Increase, Hyperplasia (urothelial)",796,,,,,,,,,,,,,,,Mitochondrial impairment,1261,,,,,,,,,,,,,,,,,,,367,Diuron,741,DCA,742,DCPMU,,,,,,,,,,,,,,,2120,1261,Mitochondrial impairment,1762,Urothelial cell injury/death,2121,1762,Urothelial cell injury/death,795,"Increase, Regenerative cell proliferation (urothelial cells)",2122,795,"Increase, Regenerative cell proliferation (urothelial cells)",796,"Increase, Hyperplasia (urothelial)",2123,796,"Increase, Hyperplasia (urothelial)",1763,Urothelial Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,AOP from chemical insult to cell death,AOP on basal cytotoxicity,Apoptosis,1262,Necrosis,1263,,,,,,,,,,,,,,,,,Mitochondrial impairment,1261,,,,,,,,,,,,,,,,,,,Decompartmentalization,1258,Direct mitochondrial inhibition,1260,narcosis,1259,,,,,,,,,,,,,,,240,Chemical,,,,,,,,,,,,,,,,,,,1070,1258,Decompartmentalization,1261,Mitochondrial impairment,1071,1260,Direct mitochondrial inhibition,1261,Mitochondrial impairment,1072,1259,narcosis,1261,Mitochondrial impairment,1073,1261,Mitochondrial impairment,1262,Apoptosis,1074,1261,Mitochondrial impairment,1263,Necrosis,,,,,,,,,,,,,,,,,,,,,,,,,
481,AOPs of amorphous silica nanoparticles: ROS-mediated oxidative stress increased respiratory dysfunction and diseases.,AOPs of SiNPs: ROS-mediated oxidative stress increased respiratory toxicity.,Increased incidence of respiratory disease,2087,Dysfunction of respiratory system,2088,,,,,,,,,,,,,,,,,Oxidative Stress ,1392,Mitochondrial dysfunction,1816,Airway epithelial injury,1586,"Activation, Macrophages",1198,Pulmonary epithelial injury,2085,"Activation, Fibroblasts",1197,Airway inflammation,2086,Pulmonary inflammation,2010,Pulmonary fibrosis,1458,,,"Increase, Reactive oxygen species",1364,,,,,,,,,,,,,,,,,,,254,Silica nanoparticles,,,,,,,,,,,,,,,,,,,3316,1364,"Increase, Reactive oxygen species",1392,Oxidative Stress ,3317,1392,Oxidative Stress ,1816,Mitochondrial dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aromatase (Cyp19a1) reduction leading to impaired fertility in adult female,Aromatase (Cyp19a1) reduction leading to reproductive toxicity,"impaired, Fertility",406,"irregularities, ovarian cycle",405,,,,,,,,,,,,,,,,,"Reduction, Plasma 17beta-estradiol concentrations",219,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,,,,,,,,,,,,,,,,,"reduction in ovarian granulosa cells, Aromatase (Cyp19a1)",408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,219,"Reduction, Plasma 17beta-estradiol concentrations",405,"irregularities, ovarian cycle",127,3,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",219,"Reduction, Plasma 17beta-estradiol concentrations",128,405,"irregularities, ovarian cycle",406,"impaired, Fertility",637,408,"reduction in ovarian granulosa cells, Aromatase (Cyp19a1)",3,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,Aromatase Inhibition in Female Rats,"Decreased fertility, Reduced number of oocytes ovulated ",972,,,,,,,,,,,,,,,,,,,"reduction in ovarian granulosa cells synthesis of estradiol, Reduced steroidogenic production of estradiol in granulosa cells",965,"Reduced Estradiol in Circulation, Reduced steroidogenic production of estradiol in granulosa cells leading to decreased estradiol in circulation",966,"Decreased positive estrogenic feedback on hypothalamus, Reduced estradiol in circulation decreases estrogen concentration at hypothalamus",967,"Decreased Kisspeptin release from neurons in AVPV, Decreased hypothalamic estrogen reduces kisspeptinergic neuron response ",968,"Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons ",969,"Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs",970,"Ovulation of oocytes Reduced, Delayed, or Blocked, Decrease or delay in LH surge required for ovulation ",971,,,,,,,"Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol",964,,,,,,,,,,,,,,,,,,,32,Letrozole,26,Fadrozole,162,"1,2,4-triazole",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Aromatase inhibition leading to reproductive dysfunction,Aromatase inhibition leading to reproductive dysfunction,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,"Reduction, Plasma 17beta-estradiol concentrations",219,"Reduction, Vitellogenin synthesis in liver",285,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",309,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,"Reduction, Cumulative fecundity and spawning",78,"Reduction, Plasma vitellogenin concentrations",221,,,,,,,,,"Inhibition, Aromatase",36,,,,,,,,,,,,,,,,,,,26,Fadrozole,,,,,,,,,,,,,,,,,,,132,36,"Inhibition, Aromatase",3,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",133,3,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",219,"Reduction, Plasma 17beta-estradiol concentrations",134,219,"Reduction, Plasma 17beta-estradiol concentrations",285,"Reduction, Vitellogenin synthesis in liver",135,78,"Reduction, Cumulative fecundity and spawning",360,"Decrease, Population growth rate",136,309,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",78,"Reduction, Cumulative fecundity and spawning",137,221,"Reduction, Plasma vitellogenin concentrations",309,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",138,285,"Reduction, Vitellogenin synthesis in liver",221,"Reduction, Plasma vitellogenin concentrations",1131,219,"Reduction, Plasma 17beta-estradiol concentrations",221,"Reduction, Plasma vitellogenin concentrations",,,,,,,,,,
346,Aromatase inhibition leads to male-biased sex ratio via impacts on gonad differentiation,Aromatase inhibition leads to male-biased sex ratio via impacts on gonad differentiation,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,"Reduction, 17beta-estradiol synthesis by the undifferentiated gonad ",1789,"Increased, Differentiation to Testis ",1790,"Increased, Male Biased Sex Ratio",1791,,,,,,,,,,,,,,,"Inhibition, Aromatase",36,,,,,,,,,,,,,,,,,,,26,Fadrozole,32,Letrozole,598,Exemestane,599,Stressor:292 Clotrimazole,47,Prochloraz,,,,,,,,,,,2714,36,"Inhibition, Aromatase",1790,"Increased, Differentiation to Testis ",2261,36,"Inhibition, Aromatase",1789,"Reduction, 17beta-estradiol synthesis by the undifferentiated gonad ",2630,36,"Inhibition, Aromatase",1791,"Increased, Male Biased Sex Ratio",2262,1789,"Reduction, 17beta-estradiol synthesis by the undifferentiated gonad ",1790,"Increased, Differentiation to Testis ",2264,1790,"Increased, Differentiation to Testis ",1791,"Increased, Male Biased Sex Ratio",2265,1791,"Increased, Male Biased Sex Ratio",360,"Decrease, Population growth rate",,,,,,,,,,,,,,,,,,,,
456,Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced cardiovascular toxicity,Ahr mediated early stage mortality via cardiovascular toxicity,"Increase, Early Life Stage Mortality",947,,,,,,,,,,,,,,,,,,,"dimerization, AHR/ARNT",944,"Increase, slincR expression",2021,"Decrease, sox9 expression",2020,"Altered, Cardiovascular development/function",317,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,249,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",,,,,,,,,,,,,,,,,,,3135,18,"Activation, AhR",944,"dimerization, AHR/ARNT",3181,18,"Activation, AhR",2020,"Decrease, sox9 expression",3136,944,"dimerization, AHR/ARNT",2021,"Increase, slincR expression",3182,2021,"Increase, slincR expression",317,"Altered, Cardiovascular development/function",3137,2021,"Increase, slincR expression",2020,"Decrease, sox9 expression",3226,18,"Activation, AhR",947,"Increase, Early Life Stage Mortality",3138,2020,"Decrease, sox9 expression",317,"Altered, Cardiovascular development/function",3232,18,"Activation, AhR",317,"Altered, Cardiovascular development/function",3139,317,"Altered, Cardiovascular development/function",947,"Increase, Early Life Stage Mortality",,,,,
455,Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced impeded craniofacial development,Ahr mediated early stage mortality via craniofacial malformations,"Increase, Early Life Stage Mortality",947,Facial cartilage structures are reduced in size and morphologically distorted,1559,,,,,,,,,,,,,,,,,"dimerization, AHR/ARNT",944,"Increase, slincR expression",2021,"Decrease, sox9 expression",2020,,,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,249,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",,,,,,,,,,,,,,,,,,,3124,18,"Activation, AhR",944,"dimerization, AHR/ARNT",3126,944,"dimerization, AHR/ARNT",2021,"Increase, slincR expression",3131,18,"Activation, AhR",2020,"Decrease, sox9 expression",3127,2021,"Increase, slincR expression",2020,"Decrease, sox9 expression",3128,2020,"Decrease, sox9 expression",1559,Facial cartilage structures are reduced in size and morphologically distorted,3129,1559,Facial cartilage structures are reduced in size and morphologically distorted,947,"Increase, Early Life Stage Mortality",3134,2021,"Increase, slincR expression",1559,Facial cartilage structures are reduced in size and morphologically distorted,3227,18,"Activation, AhR",947,"Increase, Early Life Stage Mortality",3231,18,"Activation, AhR",1559,Facial cartilage structures are reduced in size and morphologically distorted,,,,,
21,"Aryl hydrocarbon receptor activation leading to early life stage mortality, via increased COX-2","AhR mediated mortality, via COX-2",,,,,,,,,,,,,,,,,,,,,"dimerization, AHR/ARNT",944,"Increase, COX-2 expression",1269,"Altered, Cardiovascular development/function",317,"Increase, Early Life Stage Mortality",947,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,249,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",,,,,,,,,,,,,,,,,,,1617,18,"Activation, AhR",947,"Increase, Early Life Stage Mortality",1086,18,"Activation, AhR",944,"dimerization, AHR/ARNT",1087,944,"dimerization, AHR/ARNT",1269,"Increase, COX-2 expression",1088,1269,"Increase, COX-2 expression",317,"Altered, Cardiovascular development/function",1616,317,"Altered, Cardiovascular development/function",947,"Increase, Early Life Stage Mortality",,,,,,,,,,,,,,,,,,,,,,,,,
150,"Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF","AHR activation to ELS mortality, via VEGF","Increase, Early Life Stage Mortality",947,,,,,,,,,,,,,,,,,,,"dimerization, AHR/ARNT",944,"reduced dimerization, ARNT/HIF1-alpha",945,"reduced production, VEGF",948,"Impairment, Endothelial network",110,"Altered, Cardiovascular development/function",317,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,148,Polychlorinated biphenyl,256,Polychlorinated dibenzodioxins,149,Polychlorinated dibenzofurans,,,,,,,,,,,,,,,631,18,"Activation, AhR",944,"dimerization, AHR/ARNT",803,944,"dimerization, AHR/ARNT",945,"reduced dimerization, ARNT/HIF1-alpha",632,945,"reduced dimerization, ARNT/HIF1-alpha",948,"reduced production, VEGF",633,948,"reduced production, VEGF",110,"Impairment, Endothelial network",634,110,"Impairment, Endothelial network",317,"Altered, Cardiovascular development/function",1418,317,"Altered, Cardiovascular development/function",947,"Increase, Early Life Stage Mortality",648,18,"Activation, AhR",947,"Increase, Early Life Stage Mortality",,,,,,,,,,,,,,,
418,Aryl hydrocarbon receptor activation leading to impaired lung function through AHR-ARNT toxicity pathway,AHR activation decreasing lung function via AHR-ARNT tox path,,,,,,,,,,,,,,,,,,,,,"Activation, AhR",18,"Altered gene expression, AHR nuclear translocator (ARNT)-dependent pathway",17,"Increased, Reactive oxygen species",1115,"Increase, Cell death",1825,"Decrease, Lung function",1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway,AHR activation decreasing lung function via P53 tox path,"Decrease, Lung function",1250,,,,,,,,,,,,,,,,,,,"Activation, AhR",18,"Altered gene expression, P53 dependent apoptosis pathway",1923,Apoptosis,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Aryl hydrocarbon receptor activation leading to lung cancer through AHR-ARNT toxicity pathway,AHR activation leading to lung cancer via AHR-ARNT tox path,Lung cancer,1670,,,,,,,,,,,,,,,,,,,"Altered gene expression, AHR nuclear translocator (ARNT)-dependent pathway",17,"Increased, Reactive metabolites production",1922,"Increased, DNA damage and mutation",1669,,,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Aryl hydrocarbon receptor activation leading to lung cancer through IL-6 toxicity pathway,AHR activation leading to lung cancer via IL-6 tox path,Lung cancer,1670,,,,,,,,,,,,,,,,,,,"Altered gene expression, NF-kB dependent Interleukin-6 pathway",1921,"Increased, Interleukin-6 production",1933,"Increased, Reactive oxygen species",1115,"Increased, DNA damage and mutation",1669,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Aryl hydrocarbon receptor activation leading to lung cancer through sustained NRF2 toxicity pathway,AHR leading to lung cancer via NRF2 tox path,,,,,,,,,,,,,,,,,,,,,"Altered gene expression, NRF2 dependent antioxidant pathway",1917,"Increase, Cell Proliferation",870,Lung cancer,1670,,,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway,AHR activation leading to lung fibrosis via IL-6 tox path,Lung fibrosis,1276,,,,,,,,,,,,,,,,,,,"Altered gene expression, NF-kB dependent Interleukin-6 pathway",1921,"Induction, Epithelial Mesenchymal Transition",1457,"Increased, extracellular matrix deposition",1501,,,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Aryl hydrocarbon receptor activation leading to lung fibrosis through TGF-β dependent fibrosis toxicity pathway,AHR activation leading to lung fibrosis via TGF-β dependent fibrosis tox path,,,,,,,,,,,,,,,,,,,,,"Altered gene expression, TGF-β dependent fibrosis pathway",1920,"Induction, Epithelial Mesenchymal Transition",1457,"Increased, extracellular matrix deposition",1501,Lung fibrosis,1276,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Aryl hydrocarbon receptor activation leading to uroporphyria,AHR activation-uroporphyria,Uroporphyria,369,,,,,,,,,,,,,,,,,,,"Induction, CYP1A2/CYP1A5",850,"Oxidation, Uroporphyrinogen",844,"Inhibition, UROD",845,"Accumulation, Highly carboxylated porphyrins",846,,,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,147,Dibenzo-p-dioxin,148,Polychlorinated biphenyl,150,Hexachlorobenzene,250,Polycyclic aromatic hydrocarbons (PAHs),,,,,,,,,,,,,599,18,"Activation, AhR",850,"Induction, CYP1A2/CYP1A5",544,850,"Induction, CYP1A2/CYP1A5",844,"Oxidation, Uroporphyrinogen",801,844,"Oxidation, Uroporphyrinogen",845,"Inhibition, UROD",802,845,"Inhibition, UROD",846,"Accumulation, Highly carboxylated porphyrins",543,846,"Accumulation, Highly carboxylated porphyrins",369,Uroporphyria,,,,,,,,,,,,,,,,,,,,,,,,,
96,Axonal sodium channel modulation leading to acute mortality,sodium channel modulation ,Increased Mortality,351,,,,,,,,,,,,,,,,,,,"prolonged, Depolarization of neuronal membrane",599,"Overactivation, Neuronotransmitter release",600,"Overactivation, muscle contraction",601,"Increased, Ataxia, paralysis, or hyperactivity",602,,,,,,,,,,,,,"modulation, sodium channel",598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,598,"modulation, sodium channel",599,"prolonged, Depolarization of neuronal membrane",299,599,"prolonged, Depolarization of neuronal membrane",600,"Overactivation, Neuronotransmitter release",300,600,"Overactivation, Neuronotransmitter release",601,"Overactivation, muscle contraction",301,601,"Overactivation, muscle contraction",602,"Increased, Ataxia, paralysis, or hyperactivity",302,602,"Increased, Ataxia, paralysis, or hyperactivity",351,Increased Mortality,,,,,,,,,,,,,,,,,,,,,,,,,
164,Beta-2 adrenergic agonist activity leading to mesovarian leiomyomas in the rat and mouse,Beta-2 adrenergic agonist induction of mesovarian leiomyomas,"Promotion, mesovarian leiomyomas",1044,,,,,,,,,,,,,,,,,,,"Increased activity, beta-2 adrenergic receptor",1039,"relaxation, smooth muscle",1040,"Proliferation/Clonal Expansion, smooth muscle",1042,"Hypertrophy/hyperplasia, smooth muscle",1043,,,,,,,,,,,,,"Activation, beta-2 adrenergic receptor",1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,1038,"Activation, beta-2 adrenergic receptor",1039,"Increased activity, beta-2 adrenergic receptor",746,1039,"Increased activity, beta-2 adrenergic receptor",1040,"relaxation, smooth muscle",747,1040,"relaxation, smooth muscle",1042,"Proliferation/Clonal Expansion, smooth muscle",748,1042,"Proliferation/Clonal Expansion, smooth muscle",1043,"Hypertrophy/hyperplasia, smooth muscle",749,1043,"Hypertrophy/hyperplasia, smooth muscle",1044,"Promotion, mesovarian leiomyomas",,,,,,,,,,,,,,,,,,,,,,,,,
